Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, 束缚 镐头
tconstruct:pick_head:0, 感知 镐头
tconstruct:pick_head:0, 活石 镐头
tconstruct:pick_head:0, 活木 镐头
tconstruct:pick_head:0, 梦之木 镐头
tconstruct:pick_head:0, 魔力钢 镐头
tconstruct:pick_head:0, 泰拉钢 镐头
tconstruct:pick_head:0, 源质钢 镐头
tconstruct:pick_head:0, 龙 镐头
tconstruct:pick_head:0, 飞龙 镐头
tconstruct:pick_head:0, 神龙 镐头
tconstruct:pick_head:0, 混沌 镐头
tconstruct:pick_head:0, 莱泽尔水晶 镐头
tconstruct:pick_head:0, 艾洛蒂水晶 镐头
tconstruct:pick_head:0, 凯罗尼水晶 镐头
tconstruct:pick_head:0, 普雷蒂水晶 镐头
tconstruct:pick_head:0, 艾恩尼水晶 镐头
tconstruct:pick_head:0, 以太水晶 镐头
tconstruct:pick_head:0, 蓝丝黛尔 镐头
tconstruct:pick_head:0, 云母 镐头
tconstruct:pick_head:0, 磷灰石 镐头
tconstruct:pick_head:0, 蕴魔源质 镐头
tconstruct:pick_head:0, 肉 镐头
tconstruct:pick_head:0, 史莱姆镐头
tconstruct:pick_head:0, 粉色金属 镐头
tconstruct:pick_head:0, 橡胶 镐头
tconstruct:pick_head:0, 能量金属 镐头
tconstruct:pick_head:0, 碳纤维 镐头
tconstruct:pick_head:0, 铱 镐头
tconstruct:pick_head:0, UU金属 镐头
tconstruct:pick_head:0, 锇 镐头
tconstruct:pick_head:0, 强化黑曜石 镐头
tconstruct:pick_head:0, 强化荧石 镐头
tconstruct:pick_head:0, HDPE 镐头
tconstruct:pick_head:0, 暗物质 镐头
tconstruct:pick_head:0, 红物质 镐头
tconstruct:pick_head:0, 红石琥珀金 镐头
tconstruct:pick_head:0, 红石水晶 镐头
tconstruct:pick_head:0, 极寒末影 镐头
tconstruct:pick_head:0, 极寒水晶 镐头
tconstruct:pick_head:0, 神秘 镐头
tconstruct:pick_head:0, 虚空金属 镐头
tconstruct:pick_head:0, 元金 镐头
tconstruct:pick_head:0, 锡 镐头
tconstruct:pick_head:0, 铝 镐头
tconstruct:pick_head:0, 镍 镐头
tconstruct:pick_head:0, 铂 镐头
tconstruct:pick_head:0, 殷钢 镐头
tconstruct:pick_head:0, 康铜 镐头
tconstruct:pick_head:0, 信素 镐头
tconstruct:pick_head:0, 流明 镐头
tconstruct:pick_head:0, 末影 镐头
tconstruct:pick_head:0, 硼 镐头
tconstruct:pick_head:0, 高强合金 镐头
tconstruct:pick_head:0, 硬碳合金 镐头
tconstruct:pick_head:0, 氮化硼 镐头
tconstruct:pick_head:0, 钍 镐头
tconstruct:pick_head:0, 铀 镐头
tconstruct:pick_head:0, 镁 镐头
tconstruct:pick_head:0, 巧克力 镐头
tconstruct:pick_head:0, 泰伯利亚 镐头
tconstruct:pick_head:0, 极光金属 镐头
tconstruct:pick_head:0, 钷 镐头
tconstruct:pick_head:0, 杜兰特 镐头
tconstruct:pick_head:0, 瓦雷利亚 镐头
tconstruct:pick_head:0, 振金 镐头
tconstruct:pick_head:0, 地母 镐头
tconstruct:pick_head:0, 钯 镐头
tconstruct:pick_head:0, 乌鲁 镐头
tconstruct:pick_head:0, 零素 镐头
tconstruct:pick_head:0, 玄武岩 镐头
tconstruct:pick_head:0, 泰伯利安 镐头
tconstruct:pick_head:0, 碎金 镐头
tconstruct:pick_head:0, 瑟蓝 镐头
tconstruct:pick_head:0, 普罗克希 镐头
tconstruct:pick_head:0, 漩金 镐头
tconstruct:pick_head:0, 焰晶 镐头
tconstruct:pick_head:0, 帝金 镐头
tconstruct:pick_head:0, 阳光合金 镐头
tconstruct:pick_head:0, 虚金 镐头
tconstruct:pick_head:0, 铿金 镐头
tconstruct:pick_head:0, 烈金 镐头
tconstruct:pick_head:0, 辐光合金 镐头
tconstruct:pick_head:0, 流光合金 镐头
tconstruct:pick_head:0, 地动合金 镐头
tconstruct:pick_head:0, 曜金 镐头
tconstruct:pick_head:0, 铌 镐头
tconstruct:pick_head:0, 原金 镐头
tconstruct:pick_head:0, 陨铁 镐头
tconstruct:pick_head:0, 黑陨铁 镐头
tconstruct:pick_head:0, 耐酸铝 镐头
tconstruct:pick_head:0, 蓝宝石 镐头
tconstruct:pick_head:0, 红宝石 镐头
tconstruct:pick_head:0, 橄榄石 镐头
tconstruct:pick_head:0, 锇荧黑曜合金 镐头
tconstruct:pick_head:0, 铱锇合金 镐头
tconstruct:pick_head:0, 钛 镐头
tconstruct:pick_head:0, Psi金属 镐头
tconstruct:pick_head:0, Psi宝石 镐头
tconstruct:pick_head:0, 高级合金 镐头
tconstruct:pick_head:0, 粗制钢 镐头
tconstruct:pick_head:0, 晶化粉红史莱姆 镐头
tconstruct:pick_head:0, 晶化合金 镐头
tconstruct:pick_head:0, 复制金属 镐头
tconstruct:pick_head:0, 充能银 镐头
tconstruct:pick_head:0, 富集金 镐头
tconstruct:pick_head:0, 灌注铁 镐头
tconstruct:pick_head:0, 旋律合金 镐头
tconstruct:pick_head:0, 红石 镐头
tconstruct:pick_head:0, 精铁 镐头
tconstruct:pick_head:0, 强化铁 镐头
tconstruct:pick_head:0, 恒星合金 镐头
tconstruct:pick_head:0, 实用合金 镐头
tconstruct:pick_head:0, 生动合金 镐头
tconstruct:pick_head:0, 风注魔神秘锭 镐头
tconstruct:pick_head:0, 火注魔神秘锭 镐头
tconstruct:pick_head:0, 水注魔神秘锭 镐头
tconstruct:pick_head:0, 地注魔神秘锭 镐头
tconstruct:pick_head:0, 秩序注魔神秘锭 镐头
tconstruct:pick_head:0, 混沌注魔神秘锭 镐头
tconstruct:pick_head:0, Amethyst 镐头
tconstruct:pick_head:0, Ruby 镐头
tconstruct:pick_head:0, Sapphire 镐头
tconstruct:pick_head:0, Peridot 镐头
tconstruct:pick_head:0, Sky 镐头
tconstruct:pick_head:0, Lavium 镐头
tconstruct:pick_head:0, Qivium 镐头
tconstruct:pick_head:0, 天根木 镐头
tconstruct:pick_head:0, 圣石 镐头
tconstruct:pick_head:0, 紫晶石 镐头
tconstruct:pick_head:0, 重力晶 镐头
tconstruct:pick_head:0, 金琥珀 镐头
tconstruct:pick_head:0, 女武神 镐头
tconstruct:pick_head:0, 史维特 镐头
tconstruct:pick_head:0, 柺杖糖 镐头
tconstruct:pick_head:0, 寒风境云 镐头
tconstruct:pick_head:0, 天蓝境云 镐头
tconstruct:pick_head:0, 金黄境云 镐头
tconstruct:pick_head:0, 冰石 镐头
tconstruct:pick_head:0, material.skyblock.name 镐头
tconstruct:pick_head:0, material.skyblock2.name 镐头
tconstruct:pick_head:0, 血青铜 镐头
tconstruct:pick_head:0, 蕴魔结晶 镐头
tconstruct:pick_head:0, 晶蓝 镐头
tconstruct:pick_head:0, 皎月石 镐头
tconstruct:pick_head:0, 极光钢 镐头
tconstruct:pick_head:0, 谧木 镐头
tconstruct:pick_head:0, 极光石 镐头
tconstruct:pick_head:0, 绿宝石 镐头
tconstruct:shovel_head:0, 熔融木 锹头
tconstruct:shovel_head:0, 黑暗木 锹头
tconstruct:shovel_head:0, 血木 锹头
tconstruct:shovel_head:0, 幽魂木 锹头
tconstruct:shovel_head:0, 磁钢 锹头
tconstruct:shovel_head:0, 充能合金 锹头
tconstruct:shovel_head:0, 脉冲合金 锹头
tconstruct:shovel_head:0, 红石合金 锹头
tconstruct:shovel_head:0, 导电铁 锹头
tconstruct:shovel_head:0, 充能铁 锹头
tconstruct:shovel_head:0, 玄钢 锹头
tconstruct:shovel_head:0, 魂金 锹头
tconstruct:shovel_head:0, 末影钢 锹头
tconstruct:shovel_head:0, 铁合金 锹头
tconstruct:shovel_head:0, 娜迦鳞片 锹头
tconstruct:shovel_head:0, 钢叶 锹头
tconstruct:shovel_head:0, 炽铁 锹头
tconstruct:shovel_head:0, 骑士金属 锹头
tconstruct:shovel_head:0, 木 锹头
tconstruct:shovel_head:0, 圆石 锹头
tconstruct:shovel_head:0, 燧石 锹头
tconstruct:shovel_head:0, 仙人掌 锹头
tconstruct:shovel_head:0, 骨头 锹头
tconstruct:shovel_head:0, 黑曜石 锹头
tconstruct:shovel_head:0, 海晶石 锹头
tconstruct:shovel_head:0, 末地石 锹头
tconstruct:shovel_head:0, 纸 锹头
tconstruct:shovel_head:0, 海绵 锹头
tconstruct:shovel_head:0, 烈焰木 锹头
tconstruct:shovel_head:0, 铁 锹头
tconstruct:shovel_head:0, 生铁 锹头
tconstruct:shovel_head:0, 骑士史莱姆 锹头
tconstruct:shovel_head:0, 史莱姆 锹头
tconstruct:shovel_head:0, 史莱姆 锹头
tconstruct:shovel_head:0, 熔岩史莱姆 锹头
tconstruct:shovel_head:0, 地狱岩 锹头
tconstruct:shovel_head:0, 钴 锹头
tconstruct:shovel_head:0, 阿迪特 锹头
tconstruct:shovel_head:0, 玛玉灵 锹头
tconstruct:shovel_head:0, 铜 锹头
tconstruct:shovel_head:0, 青铜 锹头
tconstruct:shovel_head:0, 铅 锹头
tconstruct:shovel_head:0, 银 锹头
tconstruct:shovel_head:0, 琥珀金 锹头
tconstruct:shovel_head:0, 钢 锹头
tconstruct:shovel_head:0, 防腐木 锹头
tconstruct:shovel_head:0, 魔法木质锹头
tconstruct:shovel_head:0, 恶魔灌注锹头
tconstruct:shovel_head:0, 附魔锹头
tconstruct:shovel_head:0, 恶魔锹头
tconstruct:shovel_head:0, 注血 锹头
tconstruct:shovel_head:0, 注血铁 锹头
tconstruct:shovel_head:0, 活化水晶碎片 锹头
tconstruct:shovel_head:0, 离魂 锹头
tconstruct:shovel_head:0, 基础精华 锹头
tconstruct:shovel_head:0, 下级精华 锹头
tconstruct:shovel_head:0, 初级精华 锹头
tconstruct:shovel_head:0, 中级精华 锹头
tconstruct:shovel_head:0, 高级精华 锹头
tconstruct:shovel_head:0, 终极精华 锹头
tconstruct:shovel_head:0, 焦黑石英 锹头
tconstruct:shovel_head:0, 红石水晶 锹头
tconstruct:shovel_head:0, 青金石水晶 锹头
tconstruct:shovel_head:0, 钻石水晶 锹头
tconstruct:shovel_head:0, 煤晶 锹头
tconstruct:shovel_head:0, 绿宝石水晶 锹头
tconstruct:shovel_head:0, 铁晶 锹头
tconstruct:shovel_head:0, 阳光化合物 锹头
tconstruct:shovel_head:0, 陨石 锹头
tconstruct:shovel_head:0, 赛特斯石英 锹头
tconstruct:shovel_head:0, 福鲁伊克斯 锹头
tconstruct:shovel_head:0, 福鲁伊克斯钢 锹头
tconstruct:shovel_head:0, 海蓝宝石 锹头
tconstruct:shovel_head:0, 星辉 锹头
tconstruct:shovel_head:0, 水晶矩阵 锹头
tconstruct:shovel_head:0, 中子素 锹头
tconstruct:shovel_head:0, 无尽 锹头
tconstruct:shovel_head:0, 束缚 锹头
tconstruct:shovel_head:0, 感知 锹头
tconstruct:shovel_head:0, 活石 锹头
tconstruct:shovel_head:0, 活木 锹头
tconstruct:shovel_head:0, 梦之木 锹头
tconstruct:shovel_head:0, 魔力钢 锹头
tconstruct:shovel_head:0, 泰拉钢 锹头
tconstruct:shovel_head:0, 源质钢 锹头
tconstruct:shovel_head:0, 龙 锹头
tconstruct:shovel_head:0, 飞龙 锹头
tconstruct:shovel_head:0, 神龙 锹头
tconstruct:shovel_head:0, 混沌 锹头
tconstruct:shovel_head:0, 莱泽尔水晶 锹头
tconstruct:shovel_head:0, 艾洛蒂水晶 锹头
tconstruct:shovel_head:0, 凯罗尼水晶 锹头
tconstruct:shovel_head:0, 普雷蒂水晶 锹头
tconstruct:shovel_head:0, 艾恩尼水晶 锹头
tconstruct:shovel_head:0, 以太水晶 锹头
tconstruct:shovel_head:0, 蓝丝黛尔 锹头
tconstruct:shovel_head:0, 云母 锹头
tconstruct:shovel_head:0, 磷灰石 锹头
tconstruct:shovel_head:0, 蕴魔源质 锹头
tconstruct:shovel_head:0, 肉 锹头
tconstruct:shovel_head:0, 史莱姆锹头
tconstruct:shovel_head:0, 粉色金属 锹头
tconstruct:shovel_head:0, 橡胶 锹头
tconstruct:shovel_head:0, 能量金属 锹头
tconstruct:shovel_head:0, 碳纤维 锹头
tconstruct:shovel_head:0, 铱 锹头
tconstruct:shovel_head:0, UU金属 锹头
tconstruct:shovel_head:0, 锇 锹头
tconstruct:shovel_head:0, 强化黑曜石 锹头
tconstruct:shovel_head:0, 强化荧石 锹头
tconstruct:shovel_head:0, HDPE 锹头
tconstruct:shovel_head:0, 暗物质 锹头
tconstruct:shovel_head:0, 红物质 锹头
tconstruct:shovel_head:0, 红石琥珀金 锹头
tconstruct:shovel_head:0, 红石水晶 锹头
tconstruct:shovel_head:0, 极寒末影 锹头
tconstruct:shovel_head:0, 极寒水晶 锹头
tconstruct:shovel_head:0, 神秘 锹头
tconstruct:shovel_head:0, 虚空金属 锹头
tconstruct:shovel_head:0, 元金 锹头
tconstruct:shovel_head:0, 锡 锹头
tconstruct:shovel_head:0, 铝 锹头
tconstruct:shovel_head:0, 镍 锹头
tconstruct:shovel_head:0, 铂 锹头
tconstruct:shovel_head:0, 殷钢 锹头
tconstruct:shovel_head:0, 康铜 锹头
tconstruct:shovel_head:0, 信素 锹头
tconstruct:shovel_head:0, 流明 锹头
tconstruct:shovel_head:0, 末影 锹头
tconstruct:shovel_head:0, 硼 锹头
tconstruct:shovel_head:0, 高强合金 锹头
tconstruct:shovel_head:0, 硬碳合金 锹头
tconstruct:shovel_head:0, 氮化硼 锹头
tconstruct:shovel_head:0, 钍 锹头
tconstruct:shovel_head:0, 铀 锹头
tconstruct:shovel_head:0, 镁 锹头
tconstruct:shovel_head:0, 巧克力 锹头
tconstruct:shovel_head:0, 泰伯利亚 锹头
tconstruct:shovel_head:0, 极光金属 锹头
tconstruct:shovel_head:0, 钷 锹头
tconstruct:shovel_head:0, 杜兰特 锹头
tconstruct:shovel_head:0, 瓦雷利亚 锹头
tconstruct:shovel_head:0, 振金 锹头
tconstruct:shovel_head:0, 地母 锹头
tconstruct:shovel_head:0, 钯 锹头
tconstruct:shovel_head:0, 乌鲁 锹头
tconstruct:shovel_head:0, 零素 锹头
tconstruct:shovel_head:0, 玄武岩 锹头
tconstruct:shovel_head:0, 泰伯利安 锹头
tconstruct:shovel_head:0, 碎金 锹头
tconstruct:shovel_head:0, 瑟蓝 锹头
tconstruct:shovel_head:0, 普罗克希 锹头
tconstruct:shovel_head:0, 漩金 锹头
tconstruct:shovel_head:0, 焰晶 锹头
tconstruct:shovel_head:0, 帝金 锹头
tconstruct:shovel_head:0, 阳光合金 锹头
tconstruct:shovel_head:0, 虚金 锹头
tconstruct:shovel_head:0, 铿金 锹头
tconstruct:shovel_head:0, 烈金 锹头
tconstruct:shovel_head:0, 辐光合金 锹头
tconstruct:shovel_head:0, 流光合金 锹头
tconstruct:shovel_head:0, 地动合金 锹头
tconstruct:shovel_head:0, 曜金 锹头
tconstruct:shovel_head:0, 铌 锹头
tconstruct:shovel_head:0, 原金 锹头
tconstruct:shovel_head:0, 陨铁 锹头
tconstruct:shovel_head:0, 黑陨铁 锹头
tconstruct:shovel_head:0, 耐酸铝 锹头
tconstruct:shovel_head:0, 蓝宝石 锹头
tconstruct:shovel_head:0, 红宝石 锹头
tconstruct:shovel_head:0, 橄榄石 锹头
tconstruct:shovel_head:0, 锇荧黑曜合金 锹头
tconstruct:shovel_head:0, 铱锇合金 锹头
tconstruct:shovel_head:0, 钛 锹头
tconstruct:shovel_head:0, Psi金属 锹头
tconstruct:shovel_head:0, Psi宝石 锹头
tconstruct:shovel_head:0, 高级合金 锹头
tconstruct:shovel_head:0, 粗制钢 锹头
tconstruct:shovel_head:0, 晶化粉红史莱姆 锹头
tconstruct:shovel_head:0, 晶化合金 锹头
tconstruct:shovel_head:0, 复制金属 锹头
tconstruct:shovel_head:0, 充能银 锹头
tconstruct:shovel_head:0, 富集金 锹头
tconstruct:shovel_head:0, 灌注铁 锹头
tconstruct:shovel_head:0, 旋律合金 锹头
tconstruct:shovel_head:0, 红石 锹头
tconstruct:shovel_head:0, 精铁 锹头
tconstruct:shovel_head:0, 强化铁 锹头
tconstruct:shovel_head:0, 恒星合金 锹头
tconstruct:shovel_head:0, 实用合金 锹头
tconstruct:shovel_head:0, 生动合金 锹头
tconstruct:shovel_head:0, 风注魔神秘锭 锹头
tconstruct:shovel_head:0, 火注魔神秘锭 锹头
tconstruct:shovel_head:0, 水注魔神秘锭 锹头
tconstruct:shovel_head:0, 地注魔神秘锭 锹头
tconstruct:shovel_head:0, 秩序注魔神秘锭 锹头
tconstruct:shovel_head:0, 混沌注魔神秘锭 锹头
tconstruct:shovel_head:0, Amethyst 锹头
tconstruct:shovel_head:0, Ruby 锹头
tconstruct:shovel_head:0, Sapphire 锹头
tconstruct:shovel_head:0, Peridot 锹头
tconstruct:shovel_head:0, Sky 锹头
tconstruct:shovel_head:0, Lavium 锹头
tconstruct:shovel_head:0, Qivium 锹头
tconstruct:shovel_head:0, 天根木 锹头
tconstruct:shovel_head:0, 圣石 锹头
tconstruct:shovel_head:0, 紫晶石 锹头
tconstruct:shovel_head:0, 重力晶 锹头
tconstruct:shovel_head:0, 金琥珀 锹头
tconstruct:shovel_head:0, 女武神 锹头
tconstruct:shovel_head:0, 史维特 锹头
tconstruct:shovel_head:0, 柺杖糖 锹头
tconstruct:shovel_head:0, 寒风境云 锹头
tconstruct:shovel_head:0, 天蓝境云 锹头
tconstruct:shovel_head:0, 金黄境云 锹头
tconstruct:shovel_head:0, 冰石 锹头
tconstruct:shovel_head:0, material.skyblock.name 锹头
tconstruct:shovel_head:0, material.skyblock2.name 锹头
tconstruct:shovel_head:0, 血青铜 锹头
tconstruct:shovel_head:0, 蕴魔结晶 锹头
tconstruct:shovel_head:0, 晶蓝 锹头
tconstruct:shovel_head:0, 皎月石 锹头
tconstruct:shovel_head:0, 极光钢 锹头
tconstruct:shovel_head:0, 谧木 锹头
tconstruct:shovel_head:0, 极光石 锹头
tconstruct:shovel_head:0, 绿宝石 锹头
tconstruct:axe_head:0, 熔融木 斧刃
tconstruct:axe_head:0, 黑暗木 斧刃
tconstruct:axe_head:0, 血木 斧刃
tconstruct:axe_head:0, 幽魂木 斧刃
tconstruct:axe_head:0, 磁钢 斧刃
tconstruct:axe_head:0, 充能合金 斧刃
tconstruct:axe_head:0, 脉冲合金 斧刃
tconstruct:axe_head:0, 红石合金 斧刃
tconstruct:axe_head:0, 导电铁 斧刃
tconstruct:axe_head:0, 充能铁 斧刃
tconstruct:axe_head:0, 玄钢 斧刃
tconstruct:axe_head:0, 魂金 斧刃
tconstruct:axe_head:0, 末影钢 斧刃
tconstruct:axe_head:0, 铁合金 斧刃
tconstruct:axe_head:0, 娜迦鳞片 斧刃
tconstruct:axe_head:0, 钢叶 斧刃
tconstruct:axe_head:0, 炽铁 斧刃
tconstruct:axe_head:0, 骑士金属 斧刃
tconstruct:axe_head:0, 木 斧刃
tconstruct:axe_head:0, 圆石 斧刃
tconstruct:axe_head:0, 燧石 斧刃
tconstruct:axe_head:0, 仙人掌 斧刃
tconstruct:axe_head:0, 骨头 斧刃
tconstruct:axe_head:0, 黑曜石 斧刃
tconstruct:axe_head:0, 海晶石 斧刃
tconstruct:axe_head:0, 末地石 斧刃
tconstruct:axe_head:0, 纸 斧刃
tconstruct:axe_head:0, 海绵 斧刃
tconstruct:axe_head:0, 烈焰木 斧刃
tconstruct:axe_head:0, 铁 斧刃
tconstruct:axe_head:0, 生铁 斧刃
tconstruct:axe_head:0, 骑士史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 熔岩史莱姆 斧刃
tconstruct:axe_head:0, 地狱岩 斧刃
tconstruct:axe_head:0, 钴 斧刃
tconstruct:axe_head:0, 阿迪特 斧刃
tconstruct:axe_head:0, 玛玉灵 斧刃
tconstruct:axe_head:0, 铜 斧刃
tconstruct:axe_head:0, 青铜 斧刃
tconstruct:axe_head:0, 铅 斧刃
tconstruct:axe_head:0, 银 斧刃
tconstruct:axe_head:0, 琥珀金 斧刃
tconstruct:axe_head:0, 钢 斧刃
tconstruct:axe_head:0, 防腐木 斧刃
tconstruct:axe_head:0, 魔法木质斧刃
tconstruct:axe_head:0, 恶魔灌注斧刃
tconstruct:axe_head:0, 附魔斧刃
tconstruct:axe_head:0, 恶魔斧刃
tconstruct:axe_head:0, 注血 斧刃
tconstruct:axe_head:0, 注血铁 斧刃
tconstruct:axe_head:0, 活化水晶碎片 斧刃
tconstruct:axe_head:0, 离魂 斧刃
tconstruct:axe_head:0, 基础精华 斧刃
tconstruct:axe_head:0, 下级精华 斧刃
tconstruct:axe_head:0, 初级精华 斧刃
tconstruct:axe_head:0, 中级精华 斧刃
tconstruct:axe_head:0, 高级精华 斧刃
tconstruct:axe_head:0, 终极精华 斧刃
tconstruct:axe_head:0, 焦黑石英 斧刃
tconstruct:axe_head:0, 红石水晶 斧刃
tconstruct:axe_head:0, 青金石水晶 斧刃
tconstruct:axe_head:0, 钻石水晶 斧刃
tconstruct:axe_head:0, 煤晶 斧刃
tconstruct:axe_head:0, 绿宝石水晶 斧刃
tconstruct:axe_head:0, 铁晶 斧刃
tconstruct:axe_head:0, 阳光化合物 斧刃
tconstruct:axe_head:0, 陨石 斧刃
tconstruct:axe_head:0, 赛特斯石英 斧刃
tconstruct:axe_head:0, 福鲁伊克斯 斧刃
tconstruct:axe_head:0, 福鲁伊克斯钢 斧刃
tconstruct:axe_head:0, 海蓝宝石 斧刃
tconstruct:axe_head:0, 星辉 斧刃
tconstruct:axe_head:0, 水晶矩阵 斧刃
tconstruct:axe_head:0, 中子素 斧刃
tconstruct:axe_head:0, 无尽 斧刃
tconstruct:axe_head:0, 束缚 斧刃
tconstruct:axe_head:0, 感知 斧刃
tconstruct:axe_head:0, 活石 斧刃
tconstruct:axe_head:0, 活木 斧刃
tconstruct:axe_head:0, 梦之木 斧刃
tconstruct:axe_head:0, 魔力钢 斧刃
tconstruct:axe_head:0, 泰拉钢 斧刃
tconstruct:axe_head:0, 源质钢 斧刃
tconstruct:axe_head:0, 龙 斧刃
tconstruct:axe_head:0, 飞龙 斧刃
tconstruct:axe_head:0, 神龙 斧刃
tconstruct:axe_head:0, 混沌 斧刃
tconstruct:axe_head:0, 莱泽尔水晶 斧刃
tconstruct:axe_head:0, 艾洛蒂水晶 斧刃
tconstruct:axe_head:0, 凯罗尼水晶 斧刃
tconstruct:axe_head:0, 普雷蒂水晶 斧刃
tconstruct:axe_head:0, 艾恩尼水晶 斧刃
tconstruct:axe_head:0, 以太水晶 斧刃
tconstruct:axe_head:0, 蓝丝黛尔 斧刃
tconstruct:axe_head:0, 云母 斧刃
tconstruct:axe_head:0, 磷灰石 斧刃
tconstruct:axe_head:0, 蕴魔源质 斧刃
tconstruct:axe_head:0, 肉 斧刃
tconstruct:axe_head:0, 史莱姆斧刃
tconstruct:axe_head:0, 粉色金属 斧刃
tconstruct:axe_head:0, 橡胶 斧刃
tconstruct:axe_head:0, 能量金属 斧刃
